40800,307,30.0,51.0,41.0,21.0,20.0,21.0
42000,1312,37.0,60.0,49.0,27.0,27.0,27.0
41700,1228,36.0,58.0,48.0,24.0,23.0,22.0
42900,497,27.0,34.0,40.0,17.0,17.0,15.0
42900,509,32.0,38.0,40.0,20.0,18.0,17.0
40800,510,19.0,34.0,40.0,11.0,12.0,14.0
42000,526,24.0,33.0,40.0,16.0,16.0,15.0
42000,529,25.0,29.0,39.0,15.0,15.0,14.0
39900,532,21.0,34.0,40.0,13.0,16.0,16.0
42300,338,38.0,63.0,40.0,27.0,27.0,27.0
40200,585,36.0,68.0,53.0,24.0,26.0,28.0
40200,355,30.0,63.0,56.0,19.0,21.0,22.0
42300,210,35.0,55.0,42.0,22.0,24.0,24.0
41700,615,50.0,67.0,59.0,43.0,43.0,39.0
41100,624,30.0,52.0,59.0,20.0,20.0,21.0
42000,1302,46.0,66.0,48.0,36.0,37.0,34.0
41100,650,45.0,55.0,42.0,32.0,32.0,34.0
39900,690,34.0,56.0,47.0,18.0,13.0,11.0
40200,1274,36.0,55.0,48.0,25.0,18.0,9.0
42900,94,47.0,52.0,40.0,40.0,45.0,48.0
42900,120,47.0,52.0,42.0,35.0,33.0,31.0
39900,875,45.0,56.0,60.0,31.0,21.0,15.0
42600,912,41.0,54.0,41.0,27.0,24.0,23.0
40200,1187,34.0,62.0,48.0,22.0,25.0,25.0
39600,1284,43.0,66.0,48.0,31.0,32.0,28.0
39900,1040,43.0,62.0,53.0,36.0,38.0,36.0
40500,459,16.0,27.0,40.0,9.0,11.0,14.0
40500,511,17.0,25.0,40.0,10.0,12.0,14.0
41100,360,31.0,53.0,59.0,21.0,20.0,22.0
41700,1254,33.0,58.0,48.0,22.0,22.0,22.0
42300,1148,37.0,58.0,49.0,25.0,28.0,29.0
41700,785,42.0,55.0,60.0,39.0,36.0,29.0
40200,790,36.0,62.0,42.0,25.0,28.0,29.0
39900,803,39.0,61.0,42.0,26.0,29.0,28.0
42000,727,43.0,63.0,58.0,27.0,27.0,27.0
41700,731,34.0,50.0,95.0,23.0,23.0,24.0
42600,416,41.0,54.0,42.0,26.0,24.0,23.0
40500,72,29.0,51.0,41.0,24.0,20.0,10.0
41400,276,31.0,51.0,41.0,21.0,22.0,22.0
42000,868,39.0,50.0,40.0,32.0,30.0,31.0
42600,306,40.0,56.0,41.0,25.0,24.0,23.0
42600,310,45.0,53.0,41.0,35.0,28.0,28.0
42600,926,45.0,60.0,40.0,32.0,29.0,28.0
39900,1212,37.0,59.0,48.0,24.0,16.0,7.0
41700,1053,35.0,55.0,62.0,23.0,23.0,24.0
39600,554,44.0,61.0,57.0,31.0,30.0,26.0
42300,567,31.0,57.0,58.0,19.0,19.0,19.0
42300,170,45.0,65.0,39.0,32.0,31.0,30.0
41700,365,32.0,58.0,40.0,21.0,22.0,22.0
