41100,7116,42292,639,34.0,62.0,42.0,23.0,24.0,26.0,41096,41105
42000,4083,24506,1166,41.0,58.0,49.0,29.0,28.0,26.0,41944,42093
41400,7148,42589,308,34.0,55.0,61.0,22.0,21.0,21.0,41358,41413
41700,7185,42956,1060,27.0,35.0,60.0,16.0,16.0,16.0,41589,41712
39900,3841,22785,346,38.0,65.0,40.0,24.0,28.0,29.0,39850,39931
40800,4018,24033,665,43.0,59.0,41.0,49.0,58.0,61.0,40784,40848
41100,2873,17809,746,33.0,51.0,42.0,22.0,23.0,24.0,41029,41165
42900,7343,44349,28,40.0,53.0,41.0,26.0,25.0,23.0,42884,42914
39900,3841,22785,756,33.0,49.0,41.0,21.0,24.0,20.0,39850,39926
40800,4010,23977,332,27.0,57.0,41.0,18.0,18.0,20.0,40714,40968
41100,7100,42133,169,30.0,56.0,58.0,21.0,21.0,22.0,41041,41136
41400,7148,42589,235,36.0,44.0,43.0,24.0,22.0,23.0,41358,41409
42300,12050,74400,1299,35.0,60.0,48.0,23.0,24.0,23.0,42200,42308
41400,4067,24401,662,38.0,63.0,42.0,26.0,25.0,25.0,41341,41499
41400,4067,24401,662,38.0,63.0,42.0,26.0,25.0,25.0,41341,41492
40500,5915,36194,1165,24.0,47.0,48.0,16.0,18.0,20.0,40480,40653
39900,1379,7940,163,49.0,69.0,40.0,36.0,38.0,36.0,39611,40014
40800,9403,60861,353,32.0,67.0,39.0,22.0,23.0,25.0,40712,40868
40800,6221,37519,361,40.0,68.0,39.0,29.0,30.0,32.0,40797,40838
41400,4067,24401,1234,37.0,61.0,48.0,25.0,22.0,23.0,41341,41491
39900,12354,75956,268,34.0,56.0,42.0,24.0,26.0,26.0,39811,39943
42000,7232,43355,783,53.0,63.0,42.0,34.0,16.0,6.0,41979,42052
42000,4083,24510,783,53.0,63.0,42.0,34.0,16.0,6.0,41945,42081
39900,3841,22785,277,36.0,52.0,40.0,24.0,27.0,26.0,39850,39929
42300,7291,43879,438,21.0,35.0,40.0,13.0,15.0,14.0,42283,42309
42300,12050,74400,439,22.0,32.0,36.0,14.0,14.0,14.0,42200,42303
42300,12050,74400,439,22.0,32.0,36.0,14.0,14.0,14.0,42200,42303
42000,7232,43355,530,27.0,32.0,40.0,17.0,17.0,16.0,41979,42020
41400,4054,24302,135,25.0,30.0,40.0,15.0,14.0,15.0,41296,41462
40800,4010,23977,1189,33.0,59.0,48.0,22.0,22.0,23.0,40714,40970
41700,4078,24472,1076,37.0,48.0,59.0,29.0,28.0,24.0,41599,41782
41700,7184,42945,1076,37.0,48.0,59.0,29.0,28.0,24.0,41569,41840
41100,7116,42283,874,37.0,52.0,40.0,31.0,33.0,35.0,41096,41156
41700,4078,24472,1127,40.0,62.0,49.0,27.0,26.0,25.0,41599,41788
42000,7218,43229,1047,30.0,45.0,62.0,20.0,20.0,19.0,41880,42044
42600,4132,24884,1057,26.0,37.0,53.0,16.0,15.0,15.0,42595,42708
42600,4132,24888,1057,26.0,37.0,53.0,16.0,15.0,15.0,42595,42621
42900,9276,60480,1082,28.0,32.0,59.0,17.0,17.0,16.0,42877,42912
40500,5915,36194,722,29.0,57.0,61.0,22.0,17.0,8.0,40480,40655
42600,10995,67659,129,37.0,61.0,59.0,24.0,24.0,23.0,42498,42724
42600,4132,24884,129,37.0,61.0,59.0,24.0,24.0,23.0,42595,42723
42600,4118,24772,1181,45.0,63.0,48.0,29.0,27.0,25.0,42444,42613
40800,4018,24032,788,32.0,54.0,42.0,23.0,23.0,25.0,40784,40826
40800,9403,60861,788,32.0,54.0,42.0,23.0,23.0,25.0,40712,40866
41400,4054,24302,640,40.0,63.0,43.0,26.0,25.0,25.0,41296,41475
41700,7184,42934,102,39.0,51.0,40.0,33.0,30.0,35.0,41569,41770
42000,7239,43429,1060,26.0,34.0,60.0,17.0,16.0,16.0,41980,42378
42900,7343,44349,536,26.0,29.0,39.0,16.0,15.0,15.0,42884,42911
39900,3842,22786,858,37.0,57.0,41.0,24.0,26.0,23.0,39879,39918
41700,4077,24465,500,23.0,30.0,39.0,15.0,14.0,13.0,41577,41727
40500,5915,36194,536,19.0,23.0,39.0,12.0,14.0,18.0,40480,40656
42000,4083,24510,773,41.0,56.0,42.0,36.0,36.0,33.0,41945,42041
41700,7184,42934,809,51.0,65.0,60.0,36.0,36.0,36.0,41569,41757
39900,6214,37479,865,42.0,59.0,41.0,37.0,37.0,33.0,39819,39902
41700,4077,24465,1039,26.0,31.0,83.0,17.0,16.0,15.0,41577,41726
42900,7343,44349,528,24.0,32.0,39.0,14.0,14.0,14.0,42884,42912
42600,4137,24926,163,50.0,69.0,39.0,34.0,33.0,32.0,42596,42650
41100,7115,42282,377,35.0,62.0,53.0,23.0,24.0,26.0,41096,41229
41100,7115,42272,857,31.0,46.0,41.0,20.0,19.0,20.0,41096,41141
40500,11519,70168,288,51.0,51.0,41.0,60.0,61.0,54.0,40448,40571
40500,1879,10388,910,32.0,53.0,41.0,22.0,24.0,25.0,40330,40508
41700,6226,37567,923,29.0,49.0,34.0,19.0,19.0,18.0,41647,41769
40200,712,3581,323,32.0,58.0,39.0,22.0,24.0,25.0,40189,40300
40800,4018,24032,324,31.0,63.0,40.0,20.0,21.0,24.0,40784,40812
42300,12050,74400,683,35.0,64.0,42.0,24.0,25.0,24.0,42200,42307
40500,11519,70170,878,48.0,62.0,40.0,46.0,53.0,54.0,40448,40517
41100,3693,22204,461,18.0,27.0,57.0,11.0,11.0,13.0,41087,41179
40500,5915,36193,183,29.0,56.0,71.0,22.0,22.0,24.0,40481,40530
41100,7116,42283,793,49.0,62.0,42.0,46.0,41.0,37.0,41096,41173
42600,4137,24926,952,40.0,55.0,40.0,27.0,24.0,19.0,42596,42633
39900,6968,41163,1105,26.0,33.0,60.0,16.0,18.0,18.0,39832,39924
42600,10995,67664,1128,39.0,59.0,49.0,26.0,26.0,26.0,42498,42619
42600,7336,44272,1128,39.0,59.0,49.0,26.0,26.0,26.0,42587,42621
42600,7336,44272,597,50.0,58.0,42.0,33.0,31.0,31.0,42587,42624
41100,7115,42282,1185,31.0,62.0,48.0,20.0,21.0,23.0,41096,41224
41400,7148,42589,142,24.0,29.0,54.0,15.0,14.0,15.0,41358,41404
41100,7102,42145,145,21.0,29.0,39.0,13.0,14.0,13.0,41043,41158
41100,7116,42283,174,37.0,68.0,40.0,26.0,26.0,27.0,41096,41162
39900,12354,75956,403,37.0,58.0,42.0,19.0,15.0,12.0,39811,39945
42600,4137,24926,100,39.0,49.0,41.0,23.0,25.0,27.0,42596,42627
42000,4084,24517,126,48.0,50.0,40.0,45.0,50.0,57.0,41980,42047
41700,7184,42934,931,45.0,53.0,55.0,36.0,36.0,35.0,41569,41709
42600,10995,67665,1180,45.0,55.0,48.0,30.0,29.0,26.0,42498,42830
42600,4137,24923,1180,45.0,55.0,48.0,30.0,29.0,26.0,42596,42731
39900,3841,22785,1184,31.0,54.0,48.0,21.0,23.0,23.0,39850,39929
42600,10995,67664,381,37.0,63.0,53.0,22.0,22.0,22.0,42498,42613
42000,4083,24506,615,50.0,68.0,59.0,41.0,42.0,40.0,41944,42098
40200,11515,70155,690,30.0,54.0,47.0,21.0,14.0,6.0,40190,40201
40500,1879,10388,1187,29.0,58.0,48.0,20.0,22.0,24.0,40330,40503
42600,6547,39258,1148,44.0,60.0,49.0,30.0,28.0,29.0,42573,42648
42000,7239,43414,242,43.0,49.0,43.0,32.0,32.0,30.0,41980,42248
42900,370,1903,253,34.0,56.0,42.0,23.0,23.0,22.0,42829,42955
39900,3841,22785,976,36.0,58.0,43.0,18.0,14.0,12.0,39850,39931
41400,7141,42542,607,32.0,47.0,43.0,20.0,20.0,20.0,41308,41443
41100,7102,42145,654,36.0,58.0,42.0,25.0,25.0,26.0,41043,41180
40800,11937,73300,1167,35.0,64.0,48.0,23.0,24.0,26.0,40586,40824
41100,7100,42133,307,29.0,50.0,41.0,19.0,19.0,20.0,41041,41131
42000,7232,43365,1228,36.0,59.0,48.0,24.0,23.0,22.0,41979,42192
41100,6476,38977,510,20.0,28.0,40.0,12.0,12.0,13.0,41074,41127
42600,10995,67659,338,42.0,65.0,40.0,29.0,28.0,27.0,42498,42727
42600,10995,67665,338,42.0,65.0,40.0,29.0,28.0,27.0,42498,42829
42600,4118,24772,338,42.0,65.0,40.0,29.0,28.0,27.0,42444,42607
42300,12050,74400,650,49.0,57.0,42.0,35.0,36.0,36.0,42200,42311
42300,3273,20539,650,49.0,57.0,42.0,35.0,36.0,36.0,42289,42381
39900,6214,37479,1012,30.0,56.0,63.0,20.0,23.0,24.0,39819,39937
41700,4077,24465,511,24.0,30.0,40.0,15.0,14.0,13.0,41577,41728
40200,11515,70159,973,23.0,32.0,40.0,16.0,17.0,20.0,40189,40202
